Cover_Thickness_mm,Reinforcement_Diameter_mm,Water_Cement_Ratio,Temperature_K,Relative_Humidity_pct,Chloride_Ion_Content_kgm3,Time_Years,log_Corrosion_Rate_uAcm2
52.124920744541825,20.717251202796326,0.3989559556370548,314.3725576471922,80.24477919048658,4.240546996355883,0.33500692114891145,0.25153740342010195
52.502745418351594,20.409601950984047,0.4036594511547705,294.1210832649871,83.62431125647555,2.8258869836271576,0.3427409800564852,0.2646700656021219
47.785440735607146,24.782990759097416,0.3965187462883509,306.3584954440876,79.30343930425964,5.929958547878098,0.3639092760416176,0.35417251547475354
51.406558743888,20.20546638157151,0.3957649087597957,291.79807957840353,82.39114222310398,5.775435210053424,0.3529596430814041,0.135405510368267
50.46969238542126,20.74205498679533,0.4021454798615851,321.44421196053514,79.90641105671331,5.859314115511325,0.34278868769482,0.4304835212782994
48.02264010170765,19.741231273144965,0.4046705601049427,300.97961449686636,76.442629706878,5.713126415142104,0.3611894848814023,0.3220842238065319
19.269869449338,14.093148729216576,0.617923363969163,339.7499793569289,76.34007023286676,0.22766924952309384,0.289278136049399,0.5492773875072823
51.13901316594039,15.390926933210137,0.40668891026318066,273.9664301773283,70.08388111074785,0.7897439432571938,0.9676615583660316,0.07325139110719055
51.74352538792907,20.433359027167285,0.4073789310665296,315.6604189374965,81.66099283483786,5.951050206140521,0.3430873378245747,0.388658667757655
50.81789941287319,20.15422187666012,0.3938973985473122,314.3522859637711,77.97863076834813,5.848926070764447,0.3434993332538861,0.30010533319080446
51.356991484849914,16.03386406201137,0.4415117035865314,285.1925770861176,68.58890150341907,0.3121843464565148,1.005032038219511,0.053541714794879174
48.64638028265238,19.95875263671784,0.4206099521085682,309.13540176937,78.75671009421681,5.814403499373246,0.3534011298620643,0.388658667757655
49.78153258564761,19.781262046638666,0.39147919285414406,289.8859233829668,76.01034769848545,4.315055532459722,0.33852455532420683,0.28292150892928913
